elapsed_time,adjusted_acceleration,adjusted_spin,direction_change,direction_change_signal,ball_pos_x,ball_pos_y,ball_pos_z
4.169,-0.13570501254999812,7.3242179999999735,1,1,3710.0,3577.0,1284.0
4.17,-0.13570501254999812,7.3242179999999735,0,1,3710.0,3577.0,1284.0
4.214,-0.09880218849849169,7.3242179999999735,0,1,3710.0,3577.0,1284.0
4.215,-0.09880218849849169,7.3242179999999735,0,1,3710.0,3577.0,1284.0
4.259,-0.0566184960276171,7.3242179999999735,0,1,3710.0,3577.0,1284.0
4.26,-0.0566184960276171,7.3242179999999735,0,1,3710.0,3577.0,1284.0
4.264,-0.0566184960276171,7.3242179999999735,0,1,3705.0,3588.0,1201.0
4.304,-0.0566184960276171,4.028321000000005,1,1,3705.0,3588.0,1201.0
4.305,-0.2871966766697559,4.028321000000005,0,1,3705.0,3588.0,1201.0
4.349,-0.2871966766697559,24.108886000000012,1,1,3705.0,3588.0,1201.0
4.35,-0.037011025741037,24.108886000000012,0,0,3705.0,3588.0,1201.0
4.377,-0.037011025741037,24.108886000000012,0,0,3664.0,3543.0,1227.0
4.394,-0.037011025741037,24.108886000000012,0,1,3664.0,3543.0,1227.0
4.395,0.08030508485975241,24.108886000000012,0,1,3664.0,3543.0,1227.0
4.439,0.08030508485975241,24.108886000000012,0,1,3664.0,3543.0,1227.0
4.44,0.32851880295682867,24.108886000000012,0,1,3664.0,3543.0,1227.0
4.443,0.32851880295682867,24.108886000000012,0,1,3669.0,3565.0,1228.0
4.484,0.32851880295682867,24.108886000000012,0,1,3669.0,3565.0,1228.0
4.486,0.2264393898062401,24.108886000000012,0,1,3669.0,3565.0,1228.0
4.529,0.2264393898062401,24.108886000000012,0,1,3669.0,3565.0,1228.0
4.53,0.1039562087145121,24.108886000000012,0,1,3669.0,3565.0,1228.0
4.534,0.1039562087145121,24.108886000000012,0,1,3669.0,3565.0,1228.0
4.564,0.1039562087145121,24.108886000000012,0,0,3622.0,3534.0,1210.0
4.576,0.1039562087145121,24.108886000000012,0,0,3622.0,3534.0,1210.0
4.577,-0.0978528237432241,24.108886000000012,0,0,3622.0,3534.0,1210.0
4.619,-0.1652507146605583,24.108886000000012,0,0,3622.0,3534.0,1210.0
4.62,-0.1652507146605583,24.108886000000012,0,0,3622.0,3534.0,1210.0
4.664,-0.1273289721990781,24.108886000000012,0,0,3622.0,3534.0,1210.0
4.666,-0.1273289721990781,24.108886000000012,0,0,3622.0,3534.0,1210.0
4.677,-0.1273289721990781,24.108886000000012,0,0,3620.0,3507.0,1231.0
4.709,0.0029134503912213016,24.108886000000012,0,0,3620.0,3507.0,1231.0
4.71,0.0029134503912213016,24.108886000000012,0,0,3620.0,3507.0,1231.0
4.742,0.0029134503912213016,24.108886000000012,0,0,3644.0,3448.0,1140.0
4.754,0.0735803946815803,24.108886000000012,0,1,3644.0,3448.0,1140.0
4.755,0.0735803946815803,24.108886000000012,0,1,3644.0,3448.0,1140.0
4.799,0.049354057203974996,24.108886000000012,0,1,3644.0,3448.0,1140.0
4.8,0.049354057203974996,24.108886000000012,0,1,3644.0,3448.0,1140.0
4.844,0.1379402611360734,24.108886000000012,0,1,3644.0,3448.0,1140.0
4.845,0.1379402611360734,24.108886000000012,0,1,3644.0,3448.0,1140.0
4.851,0.1379402611360734,24.108886000000012,0,1,3644.0,3448.0,1140.0
4.865,0.1379402611360734,24.108886000000012,0,1,3639.0,3396.0,1101.0
4.889,0.0797710782812444,24.108886000000012,0,1,3639.0,3396.0,1101.0
4.89,0.0797710782812444,24.108886000000012,0,1,3639.0,3396.0,1101.0
4.934,0.0150799394448975,24.108886000000012,0,0,3639.0,3396.0,1101.0
4.935,0.0150799394448975,24.108886000000012,0,0,3639.0,3396.0,1101.0
4.977,0.0150799394448975,24.108886000000012,0,0,3663.0,3356.0,1067.0
4.979,-0.0442983372980806,24.108886000000012,0,0,3663.0,3356.0,1067.0
5.024,-0.171188068951252,24.108886000000012,0,0,3663.0,3356.0,1067.0
5.025,-0.1989166535657394,24.108886000000012,0,0,3663.0,3356.0,1067.0
5.043,-0.1989166535657394,24.108886000000012,0,0,3683.0,3301.0,1071.0
5.069,-0.1989166535657394,24.108886000000012,0,0,3683.0,3301.0,1071.0
5.07,0.0003517483599699018,24.108886000000012,0,0,3683.0,3301.0,1071.0
5.134,0.0003517483599699018,24.108886000000012,0,0,3683.0,3301.0,1071.0
5.151,0.0003517483599699018,24.108886000000012,0,0,3733.0,3330.0,637.0
5.161,0.0003517483599699018,24.108886000000012,0,1,3733.0,3330.0,637.0
5.204,0.0003517483599699018,24.108886000000012,0,1,3733.0,3330.0,637.0
5.205,-0.0385574220132415,24.108886000000012,0,1,3733.0,3330.0,637.0
5.206,-0.0385574220132415,24.108886000000012,0,1,3733.0,3330.0,637.0
5.23,-0.0385574220132415,24.108886000000012,0,1,3733.0,3330.0,637.0
5.274,-0.0385574220132415,24.108886000000012,0,1,3742.0,3260.0,720.0
5.294,0.1594959487645096,24.108886000000012,0,1,3742.0,3260.0,720.0
5.295,0.1594959487645096,24.108886000000012,0,0,3742.0,3260.0,720.0
5.297,0.11036392262579339,24.108886000000012,0,0,3742.0,3260.0,720.0
5.339,0.11036392262579339,24.108886000000012,0,0,3742.0,3260.0,720.0
5.34,0.1104956804080082,24.108886000000012,0,1,3742.0,3260.0,720.0
5.343,0.1104956804080082,24.108886000000012,0,1,3738.0,3232.0,764.0
5.357,0.1104956804080082,24.108886000000012,0,1,3738.0,3232.0,764.0
5.384,0.1104956804080082,24.108886000000012,0,1,3738.0,3232.0,764.0
5.385,0.104452134025479,24.108886000000012,0,1,3738.0,3232.0,764.0
5.429,0.104452134025479,24.108886000000012,0,1,3738.0,3232.0,764.0
5.43,0.1432272715964329,24.108886000000012,0,1,3738.0,3232.0,764.0
5.432,0.1432272715964329,24.108886000000012,0,0,3738.0,3232.0,764.0
5.465,0.1432272715964329,24.108886000000012,0,0,3573.0,2827.0,1051.0
5.474,0.1432272715964329,24.108886000000012,0,0,3573.0,2827.0,1051.0
5.475,-0.0364726512894275,24.108886000000012,0,0,3573.0,2827.0,1051.0
5.519,-0.0364726512894275,24.108886000000012,0,0,3573.0,2827.0,1051.0
5.542,-0.0364726512894275,24.108886000000012,0,0,3573.0,2827.0,1051.0
5.564,-0.2099484094969662,24.108886000000012,0,0,3573.0,2827.0,1051.0
5.565,-0.2099484094969662,24.108886000000012,0,0,3573.0,2827.0,1051.0
5.578,-0.2099484094969662,24.108886000000012,0,0,3665.0,2875.0,1195.0
5.614,-0.1363531993262733,24.108886000000012,0,0,3665.0,2875.0,1195.0
5.639,-0.1363531993262733,24.108886000000012,0,0,3733.0,2861.0,1307.0
5.655,-0.1471780442438841,24.108886000000012,0,0,3733.0,2861.0,1307.0
5.656,-0.1471780442438841,24.108886000000012,0,0,3733.0,2861.0,1307.0
5.657,-0.1471780442438841,24.108886000000012,0,0,3733.0,2861.0,1307.0
5.699,-0.1355332244400231,24.108886000000012,0,0,3733.0,2861.0,1307.0
5.7,-0.1355332244400231,24.108886000000012,0,0,3733.0,2861.0,1307.0
5.717,-0.1355332244400231,24.108886000000012,0,0,3733.0,2861.0,1307.0
5.744,-0.071372831491482,24.108886000000012,0,0,3733.0,2861.0,1307.0
5.745,-0.071372831491482,24.108886000000012,0,0,3733.0,2861.0,1307.0
5.746,-0.071372831491482,24.108886000000012,0,0,3733.0,2861.0,1307.0
5.751,-0.071372831491482,24.108886000000012,0,0,3742.0,2840.0,1289.0
5.79,0.32927396910613016,24.108886000000012,0,0,3742.0,2840.0,1289.0
5.791,0.32927396910613016,24.108886000000012,0,0,3742.0,2840.0,1289.0
5.834,0.3353175856405713,24.108886000000012,0,0,3742.0,2840.0,1289.0
5.835,0.3353175856405713,24.108886000000012,0,0,3742.0,2840.0,1289.0
5.842,0.3353175856405713,24.108886000000012,0,0,3742.0,2840.0,1289.0
5.874,0.3353175856405713,24.108886000000012,0,0,3737.0,2899.0,1217.0
5.879,0.1202076690597132,24.108886000000012,0,0,3737.0,2899.0,1217.0
5.88,0.1202076690597132,24.108886000000012,0,0,3737.0,2899.0,1217.0
5.924,0.1295532868160405,24.108886000000012,0,0,3737.0,2899.0,1217.0
5.925,0.1295532868160405,24.108886000000012,0,0,3737.0,2899.0,1217.0
5.944,0.1295532868160405,24.108886000000012,0,0,3714.0,2894.0,1109.0
5.956,0.1295532868160405,24.108886000000012,0,0,3714.0,2894.0,1109.0
5.969,0.1701278568491978,24.108886000000012,0,0,3714.0,2894.0,1109.0
5.97,0.1701278568491978,24.108886000000012,0,0,3714.0,2894.0,1109.0
6.014,0.29865173750704566,24.108886000000012,0,0,3714.0,2894.0,1109.0
6.015,0.29865173750704566,24.108886000000012,0,0,3714.0,2894.0,1109.0
6.017,0.29865173750704566,24.108886000000012,0,0,3714.0,2894.0,1109.0
6.059,0.39690239602851346,24.108886000000012,0,0,3714.0,2894.0,1109.0
6.06,0.1405338317676613,24.108886000000012,0,0,3714.0,2894.0,1109.0
6.066,0.1405338317676613,24.108886000000012,0,0,3700.0,2925.0,1037.0
6.105,0.1058090478437546,24.108886000000012,0,0,3700.0,2925.0,1037.0
6.106,0.1058090478437546,24.108886000000012,0,0,3700.0,2925.0,1037.0
